"Drug Name","Manufacturer","Dosage Form","Strength","Package Size","Units Sold","Revenue","Sale Date","Region","Sales Representative","Customer Type","Month","Quarter","Revenue Category","Target Multiplier","Target Revenue","Achievement Percentage","Performance Status"
"Drug B","Company Y","Injection","250 mg","50 g","1140","11932","2023-08-09 00:00:00","Africa","Richard Johnson","Hospitals","Aug","Q3","Low","0.9","10738.8","1.1111","Achieved"
"Drug B","Company V","Syrup","10 mg","100 ml","1689","48095","2024-01-31 00:00:00","South America","Jermaine Lowe","Hospitals","Jan","Q1","High","1.1","52904.5","0.9091","Below Target"
"Drug B","Company Z","Syrup","10 mg","30","899","30188","2024-01-01 00:00:00","North America","Amanda Anderson","Hospitals","Jan","Q1","Medium","1.2","36225.6","0.8333","Below Target"
"Drug B","Company Z","Cream","250 mg","10 ml","1631","1499","2024-06-06 00:00:00","South America","Tammy Nguyen","Pharmacy","Jun","Q2","Low","1.1","1648.9","0.9091","Below Target"
"Drug B","Company Z","Cream","250 mg","50 g","319","13155","2024-05-13 00:00:00","Asia","James Sanders","Online Pharmacy","May","Q2","Low","0.95","12497.25","1.0526","Achieved"
"Drug C","Company W","Syrup","500 mg","10 ml","152","12327","2023-10-31 00:00:00","North America","Timothy Diaz","Online Pharmacy","Oct","Q4","Low","1.2","14792.4","0.8333","Below Target"
"Drug C","Company W","Cream","250 mg","50 g","1283","2668","2024-05-13 00:00:00","South America","Trevor Keith","Clinics","May","Q2","Low","1.1","2934.8","0.9091","Below Target"
"Drug A","Company W","Injection","100 mg/ml","100 ml","1508","41269","2023-12-25 00:00:00","North America","Charles Rice","Hospitals","Dec","Q4","High","1.2","49522.8","0.8333","Below Target"
"Drug E","Company Y","Capsule","100 mg/ml","30","774","26648","2024-05-30 00:00:00","South America","Melissa Ramos","Hospitals","May","Q2","Medium","1.1","29312.8","0.9091","Below Target"
"Drug A","Company Z","Syrup","50 mg","30","255","47763","2024-03-30 00:00:00","Africa","Christopher Stephenson","Supermarkets","Mar","Q1","High","0.9","42986.7","1.1111","Achieved"
"Drug D","Company Z","Tablet","10 mg","10 ml","1460","22865","2023-10-10 00:00:00","South America","Robert Hale","Clinics","Oct","Q4","Medium","1.1","25151.5","0.9091","Below Target"
"Drug B","Company W","Cream","100 mg/ml","30","879","6810","2024-04-13 00:00:00","Africa","Brian Raymond","Hospitals","Apr","Q2","Low","0.9","6129.0","1.1111","Achieved"
"Drug B","Company V","Injection","500 mg","50 g","634","15232","2024-07-20 00:00:00","Asia","Monica Jones","Pharmacy","Jul","Q3","Low","0.95","14470.4","1.0526","Achieved"
"Drug C","Company X","Cream","500 mg","100 ml","1589","28963","2024-02-15 00:00:00","Africa","Nichole Orozco","Pharmacy","Feb","Q1","Medium","0.9","26066.7","1.1111","Achieved"
"Drug A","Company Z","Syrup","100 mg/ml","100 ml","288","10918","2023-11-21 00:00:00","Africa","Paige Myers","Clinics","Nov","Q4","Low","0.9","9826.2","1.1111","Achieved"
"Drug C","Company V","Capsule","500 mg","50 g","161","15335","2024-07-15 00:00:00","South America","Steve Ford","Online Pharmacy","Jul","Q3","Low","1.1","16868.5","0.9091","Below Target"
"Drug E","Company Y","Cream","500 mg","50 g","855","29393","2023-09-04 00:00:00","South America","Patricia Wilson","Clinics","Sep","Q3","Medium","1.1","32332.3","0.9091","Below Target"
"Drug E","Company Y","Syrup","10 mg","10 ml","488","48696","2023-12-13 00:00:00","Europe","Jennifer Clark","Clinics","Dec","Q4","High","1.1","53565.6","0.9091","Below Target"
"Drug C","Company W","Cream","50 mg","100 ml","1119","17664","2024-02-21 00:00:00","Africa","Andrew Lang","Hospitals","Feb","Q1","Low","0.9","15897.6","1.1111","Achieved"
"Drug D","Company V","Tablet","250 mg","30","105","10114","2023-09-28 00:00:00","Asia","Catherine Ochoa","Clinics","Sep","Q3","Low","0.95","9608.3","1.0526","Achieved"
"Drug D","Company X","Injection","100 mg/ml","100 ml","1425","49691","2023-11-22 00:00:00","Africa","Kenneth Jones","Pharmacy","Nov","Q4","High","0.9","44721.9","1.1111","Achieved"
"Drug B","Company Y","Syrup","100 mg/ml","10 ml","908","12202","2024-03-11 00:00:00","Europe","Nicole Warner","Hospitals","Mar","Q1","Low","1.1","13422.2","0.9091","Below Target"
"Drug C","Company Y","Cream","250 mg","30","1479","39296","2024-05-29 00:00:00","Africa","Richard Benton","Pharmacy","May","Q2","Medium","0.9","35366.4","1.1111","Achieved"
"Drug D","Company Y","Injection","10 mg","30","1271","24977","2023-11-03 00:00:00","Africa","Eric Williams","Clinics","Nov","Q4","Medium","0.9","22479.3","1.1111","Achieved"
"Drug B","Company Y","Capsule","50 mg","60","255","3422","2024-07-26 00:00:00","Europe","Jacqueline Jones","Hospitals","Jul","Q3","Low","1.1","3764.2","0.9091","Below Target"
"Drug B","Company Z","Injection","50 mg","100 ml","1258","40096","2024-01-24 00:00:00","North America","Kelly Wolf","Clinics","Jan","Q1","High","1.2","48115.2","0.8333","Below Target"
"Drug B","Company Z","Capsule","500 mg","100 ml","1633","49748","2023-08-02 00:00:00","South America","Colin Watson","Supermarkets","Aug","Q3","High","1.1","54722.8","0.9091","Below Target"
"Drug A","Company Z","Cream","10 mg","100 ml","115","42746","2024-06-27 00:00:00","South America","Melissa Fisher","Clinics","Jun","Q2","High","1.1","47020.6","0.9091","Below Target"
"Drug E","Company Z","Injection","500 mg","30","1666","31902","2024-01-05 00:00:00","South America","Andrea Reese","Pharmacy","Jan","Q1","Medium","1.1","35092.2","0.9091","Below Target"
"Drug E","Company Y","Injection","10 mg","100 ml","1141","14925","2024-04-28 00:00:00","Africa","Cory Mason","Hospitals","Apr","Q2","Low","0.9","13432.5","1.1111","Achieved"
"Drug A","Company X","Capsule","500 mg","50 g","684","49285","2024-02-26 00:00:00","Europe","Nathaniel Williams","Online Pharmacy","Feb","Q1","High","1.1","54213.5","0.9091","Below Target"
"Drug C","Company W","Tablet","100 mg/ml","100 ml","125","27122","2023-08-25 00:00:00","Asia","Kara Martin","Hospitals","Aug","Q3","Medium","0.95","25765.9","1.0526","Achieved"
"Drug B","Company Y","Syrup","10 mg","100 ml","1257","9065","2024-02-13 00:00:00","South America","Mr. Todd Miller","Online Pharmacy","Feb","Q1","Low","1.1","9971.5","0.9091","Below Target"
"Drug A","Company W","Syrup","250 mg","10 ml","512","38483","2023-11-29 00:00:00","Africa","Paul Brown","Hospitals","Nov","Q4","Medium","0.9","34634.7","1.1111","Achieved"
"Drug B","Company Z","Tablet","500 mg","60","1978","35271","2023-12-25 00:00:00","North America","Megan Graves","Supermarkets","Dec","Q4","Medium","1.2","42325.2","0.8333","Below Target"
"Drug B","Company Z","Syrup","50 mg","10 ml","452","27833","2023-11-01 00:00:00","Europe","Tammy Ford","Pharmacy","Nov","Q4","Medium","1.1","30616.3","0.9091","Below Target"
"Drug C","Company Y","Cream","50 mg","100 ml","1464","13450","2023-10-04 00:00:00","North America","Shannon Rodriguez","Hospitals","Oct","Q4","Low","1.2","16140.0","0.8333","Below Target"
"Drug E","Company V","Cream","100 mg/ml","60","1259","34258","2023-10-21 00:00:00","North America","Robert Gomez","Online Pharmacy","Oct","Q4","Medium","1.2","41109.6","0.8333","Below Target"
"Drug B","Company Z","Injection","50 mg","10 ml","997","6288","2024-07-17 00:00:00","North America","Joshua Owens","Supermarkets","Jul","Q3","Low","1.2","7545.6","0.8333","Below Target"
"Drug A","Company V","Cream","50 mg","60","324","16995","2023-10-26 00:00:00","Europe","Rebecca Armstrong","Pharmacy","Oct","Q4","Low","1.1","18694.5","0.9091","Below Target"
"Drug A","Company X","Syrup","10 mg","100 ml","153","48959","2024-05-31 00:00:00","Europe","Anthony Zimmerman","Clinics","May","Q2","High","1.1","53854.9","0.9091","Below Target"
"Drug E","Company Y","Cream","10 mg","50 g","1927","36009","2023-08-09 00:00:00","Africa","Travis Norton","Hospitals","Aug","Q3","Medium","0.9","32408.1","1.1111","Achieved"
"Drug B","Company X","Cream","100 mg/ml","60","463","7692","2023-07-30 00:00:00","Africa","Andrew Hernandez","Clinics","Jul","Q3","Low","0.9","6922.8","1.1111","Achieved"
"Drug B","Company V","Capsule","10 mg","30","1767","37875","2024-01-28 00:00:00","Europe","Lindsay Obrien","Clinics","Jan","Q1","Medium","1.1","41662.5","0.9091","Below Target"
"Drug D","Company W","Injection","250 mg","100 ml","1906","37464","2023-08-04 00:00:00","Asia","Monica Ruiz MD","Pharmacy","Aug","Q3","Medium","0.95","35590.8","1.0526","Achieved"
"Drug C","Company X","Tablet","100 mg/ml","30","1155","27188","2023-09-19 00:00:00","Africa","Courtney Day","Online Pharmacy","Sep","Q3","Medium","0.9","24469.2","1.1111","Achieved"
"Drug B","Company X","Capsule","50 mg","100 ml","752","2969","2024-05-01 00:00:00","North America","Paul Gray","Online Pharmacy","May","Q2","Low","1.2","3562.8","0.8333","Below Target"
"Drug A","Company W","Injection","10 mg","30","1723","43091","2023-08-17 00:00:00","Africa","Wayne Roy","Hospitals","Aug","Q3","High","0.9","38781.9","1.1111","Achieved"
"Drug C","Company Z","Capsule","100 mg/ml","60","1337","22675","2023-08-05 00:00:00","Africa","Dr. Alexis Cochran","Clinics","Aug","Q3","Medium","0.9","20407.5","1.1111","Achieved"
"Drug D","Company Y","Capsule","50 mg","60","1430","41328","2023-08-06 00:00:00","South America","Crystal Goodman","Supermarkets","Aug","Q3","High","1.1","45460.8","0.9091","Below Target"
"Drug A","Company Y","Capsule","50 mg","100 ml","1184","27895","2024-04-29 00:00:00","South America","Kimberly Sutton","Clinics","Apr","Q2","Medium","1.1","30684.5","0.9091","Below Target"
"Drug E","Company Y","Syrup","10 mg","30","506","17762","2024-06-20 00:00:00","Asia","Rhonda Williams","Pharmacy","Jun","Q2","Low","0.95","16873.9","1.0526","Achieved"
"Drug D","Company Z","Capsule","500 mg","10 ml","1085","1367","2024-03-05 00:00:00","Africa","Danielle Chen","Pharmacy","Mar","Q1","Low","0.9","1230.3","1.1111","Achieved"
"Drug C","Company V","Injection","50 mg","10 ml","1151","23237","2024-03-28 00:00:00","Europe","Patrick Miller","Hospitals","Mar","Q1","Medium","1.1","25560.7","0.9091","Below Target"
"Drug C","Company Z","Capsule","250 mg","100 ml","157","17373","2024-04-06 00:00:00","North America","Joyce Adams","Clinics","Apr","Q2","Low","1.2","20847.6","0.8333","Below Target"
"Drug D","Company W","Injection","500 mg","10 ml","1665","49986","2023-08-29 00:00:00","North America","Ian Rangel","Online Pharmacy","Aug","Q3","High","1.2","59983.2","0.8333","Below Target"
"Drug D","Company Y","Cream","50 mg","30","206","35133","2024-03-15 00:00:00","Africa","Justin Montgomery","Hospitals","Mar","Q1","Medium","0.9","31619.7","1.1111","Achieved"
"Drug C","Company V","Tablet","100 mg/ml","30","1348","37823","2024-06-24 00:00:00","Africa","Jimmy Cox","Supermarkets","Jun","Q2","Medium","0.9","34040.7","1.1111","Achieved"
"Drug D","Company V","Tablet","500 mg","60","1397","45903","2023-10-26 00:00:00","Asia","Jade Collins","Clinics","Oct","Q4","High","0.95","43607.85","1.0526","Achieved"
"Drug B","Company V","Tablet","50 mg","100 ml","1514","24056","2024-04-16 00:00:00","Europe","Brittany Bradford","Clinics","Apr","Q2","Medium","1.1","26461.6","0.9091","Below Target"
"Drug B","Company V","Tablet","50 mg","30","160","14104","2023-10-30 00:00:00","North America","David Oconnor","Clinics","Oct","Q4","Low","1.2","16924.8","0.8333","Below Target"
"Drug C","Company V","Injection","500 mg","60","1386","21572","2024-02-04 00:00:00","Asia","Deanna Becker","Hospitals","Feb","Q1","Medium","0.95","20493.4","1.0526","Achieved"
"Drug C","Company Y","Cream","500 mg","60","348","3487","2024-03-05 00:00:00","Africa","David Ryan","Pharmacy","Mar","Q1","Low","0.9","3138.3","1.1111","Achieved"
"Drug D","Company W","Capsule","10 mg","50 g","1100","3858","2024-04-17 00:00:00","Asia","Curtis Khan","Hospitals","Apr","Q2","Low","0.95","3665.1","1.0526","Achieved"
"Drug C","Company Y","Capsule","100 mg/ml","60","514","39240","2023-11-11 00:00:00","Africa","Dr. Mary Alexander","Supermarkets","Nov","Q4","Medium","0.9","35316.0","1.1111","Achieved"
"Drug B","Company W","Syrup","100 mg/ml","100 ml","1752","38068","2023-12-29 00:00:00","North America","Monique Cruz","Online Pharmacy","Dec","Q4","Medium","1.2","45681.6","0.8333","Below Target"
"Drug A","Company W","Cream","100 mg/ml","10 ml","358","13438","2024-03-13 00:00:00","Europe","Victoria Powell","Supermarkets","Mar","Q1","Low","1.1","14781.8","0.9091","Below Target"
"Drug A","Company Y","Capsule","500 mg","10 ml","506","28350","2024-04-10 00:00:00","Asia","Stephen Becker","Supermarkets","Apr","Q2","Medium","0.95","26932.5","1.0526","Achieved"
"Drug E","Company Y","Tablet","100 mg/ml","100 ml","1938","28072","2024-07-12 00:00:00","Asia","Kirsten Dillon","Online Pharmacy","Jul","Q3","Medium","0.95","26668.4","1.0526","Achieved"
"Drug B","Company V","Capsule","500 mg","10 ml","794","29529","2023-11-26 00:00:00","North America","Victoria Miller","Clinics","Nov","Q4","Medium","1.2","35434.8","0.8333","Below Target"
"Drug A","Company X","Injection","500 mg","10 ml","483","26712","2023-12-22 00:00:00","North America","Jordan Guzman","Pharmacy","Dec","Q4","Medium","1.2","32054.4","0.8333","Below Target"
"Drug D","Company V","Cream","100 mg/ml","50 g","1884","23635","2024-05-11 00:00:00","Asia","Julia Rivera MD","Supermarkets","May","Q2","Medium","0.95","22453.25","1.0526","Achieved"
"Drug D","Company Y","Cream","50 mg","10 ml","735","40658","2023-10-12 00:00:00","Africa","Joseph Harris","Online Pharmacy","Oct","Q4","High","0.9","36592.2","1.1111","Achieved"
"Drug B","Company V","Syrup","100 mg/ml","50 g","274","30681","2024-05-19 00:00:00","Asia","Michael Saunders","Supermarkets","May","Q2","Medium","0.95","29146.95","1.0526","Achieved"
"Drug C","Company V","Tablet","500 mg","50 g","1805","40381","2024-04-10 00:00:00","North America","Kimberly Rice","Hospitals","Apr","Q2","High","1.2","48457.2","0.8333","Below Target"
"Drug B","Company Y","Capsule","10 mg","50 g","873","28594","2024-02-10 00:00:00","Europe","Daniel Alexander","Clinics","Feb","Q1","Medium","1.1","31453.4","0.9091","Below Target"
"Drug A","Company W","Syrup","500 mg","100 ml","132","44778","2024-04-18 00:00:00","Asia","Alicia Castillo","Hospitals","Apr","Q2","High","0.95","42539.1","1.0526","Achieved"
"Drug A","Company W","Tablet","250 mg","50 g","1420","14853","2024-01-23 00:00:00","Europe","Anna Odonnell","Supermarkets","Jan","Q1","Low","1.1","16338.3","0.9091","Below Target"
"Drug A","Company W","Injection","100 mg/ml","50 g","1683","29645","2023-10-03 00:00:00","Europe","Gabriel Lowe","Online Pharmacy","Oct","Q4","Medium","1.1","32609.5","0.9091","Below Target"
"Drug E","Company Y","Injection","250 mg","60","1143","43589","2024-04-25 00:00:00","Asia","Brent Kemp","Supermarkets","Apr","Q2","High","0.95","41409.55","1.0526","Achieved"
"Drug B","Company Z","Cream","500 mg","30","223","2979","2024-05-04 00:00:00","Europe","Susan Owens","Clinics","May","Q2","Low","1.1","3276.9","0.9091","Below Target"
"Drug C","Company X","Syrup","10 mg","60","1324","4688","2023-10-06 00:00:00","Asia","Anthony Jenkins","Clinics","Oct","Q4","Low","0.95","4453.6","1.0526","Achieved"
"Drug E","Company V","Injection","250 mg","100 ml","194","24534","2024-04-03 00:00:00","Europe","Robin Coleman","Online Pharmacy","Apr","Q2","Medium","1.1","26987.4","0.9091","Below Target"
"Drug C","Company Y","Tablet","10 mg","60","661","23684","2024-01-20 00:00:00","Africa","Thomas Collins","Online Pharmacy","Jan","Q1","Medium","0.9","21315.6","1.1111","Achieved"
"Drug B","Company Y","Tablet","10 mg","50 g","751","19968","2024-03-16 00:00:00","South America","Brittany Williams","Pharmacy","Mar","Q1","Low","1.1","21964.8","0.9091","Below Target"
"Drug B","Company V","Cream","250 mg","100 ml","1257","23292","2024-07-26 00:00:00","North America","Luis George","Pharmacy","Jul","Q3","Medium","1.2","27950.4","0.8333","Below Target"
"Drug D","Company V","Injection","500 mg","60","302","13102","2024-01-10 00:00:00","Africa","James Edwards","Online Pharmacy","Jan","Q1","Low","0.9","11791.8","1.1111","Achieved"
"Drug D","Company Y","Capsule","500 mg","100 ml","952","24617","2024-06-05 00:00:00","North America","Mary Jones","Pharmacy","Jun","Q2","Medium","1.2","29540.4","0.8333","Below Target"
"Drug A","Company X","Capsule","10 mg","100 ml","507","10837","2023-12-09 00:00:00","Asia","Jennifer Martinez","Online Pharmacy","Dec","Q4","Low","0.95","10295.15","1.0526","Achieved"
"Drug B","Company V","Cream","10 mg","50 g","1325","29008","2023-09-18 00:00:00","South America","James White","Clinics","Sep","Q3","Medium","1.1","31908.8","0.9091","Below Target"
"Drug B","Company V","Tablet","10 mg","50 g","970","30738","2024-05-27 00:00:00","Africa","Cindy White","Pharmacy","May","Q2","Medium","0.9","27664.2","1.1111","Achieved"
"Drug E","Company W","Capsule","500 mg","50 g","1034","9255","2024-03-17 00:00:00","Asia","Paul Schmidt","Supermarkets","Mar","Q1","Low","0.95","8792.25","1.0526","Achieved"
"Drug E","Company Z","Capsule","100 mg/ml","100 ml","1127","3828","2024-06-24 00:00:00","South America","Sherry Higgins","Hospitals","Jun","Q2","Low","1.1","4210.8","0.9091","Below Target"
"Drug E","Company Z","Syrup","250 mg","30","347","46219","2024-05-09 00:00:00","Africa","Shannon French","Pharmacy","May","Q2","High","0.9","41597.1","1.1111","Achieved"
"Drug C","Company Y","Syrup","10 mg","50 g","1032","37678","2024-01-20 00:00:00","North America","Jennifer Gonzales","Clinics","Jan","Q1","Medium","1.2","45213.6","0.8333","Below Target"
"Drug B","Company Z","Tablet","50 mg","30","1105","35389","2023-11-23 00:00:00","Asia","Thomas Davis","Pharmacy","Nov","Q4","Medium","0.95","33619.55","1.0526","Achieved"
"Drug B","Company V","Syrup","250 mg","100 ml","107","11533","2024-01-26 00:00:00","South America","Joseph Moore","Online Pharmacy","Jan","Q1","Low","1.1","12686.3","0.9091","Below Target"
"Drug E","Company Z","Cream","100 mg/ml","60","585","37206","2024-02-18 00:00:00","North America","Jerry Hanson","Online Pharmacy","Feb","Q1","Medium","1.2","44647.2","0.8333","Below Target"
"Drug E","Company X","Tablet","500 mg","30","1915","6442","2024-05-16 00:00:00","South America","Jennifer Tucker","Online Pharmacy","May","Q2","Low","1.1","7086.2","0.9091","Below Target"
"Drug B","Company W","Cream","250 mg","100 ml","1228","47317","2024-05-12 00:00:00","Europe","Amanda Garcia","Pharmacy","May","Q2","High","1.1","52048.7","0.9091","Below Target"
"Drug D","Company X","Injection","10 mg","60","728","17927","2024-07-08 00:00:00","North America","Jessica Kelly","Online Pharmacy","Jul","Q3","Low","1.2","21512.4","0.8333","Below Target"
